Respondent_ID,Gender,Age_Group,Political_Party,Education_Level,Race_Ethnicity,Economic_View,Unity_View,Financial_Status,Registered_Voter,Voted_in_2024
14527,A man,30-49,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
1958,A man,30-49,Democrat,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
5495,A woman,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
16163,A woman,65+,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
3410,A woman,30-49,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
11373,A man,30-49,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8273,A woman,50-64,Independent,Some College,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
7858,A man,50-64,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
3429,A woman,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
13160,A man,65+,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
16315,A man,30-49,Something else,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
5174,A woman,30-49,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Just meet my basic expenses,Yes,Yes
1253,A woman,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17721,A man,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
15468,A man,65+,Democrat,College graduate+,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
1257,A man,50-64,Independent,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Refused/Web blank,Yes
14740,A woman,Refused,Something else,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
4108,A man,65+,Republican,H.S. graduate or less,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
14943,A man,30-49,Republican,College graduate+,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
14268,A woman,65+,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
13209,A woman,18-29,Independent,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
1195,A woman,50-64,Refused/Web blank,H.S. graduate or less,Hispanic,Only fair,Americans are united when it comes to the most important values,Just meet my basic expenses,No,No
6777,A woman,50-64,Democrat,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
16074,A woman,65+,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
8843,A man,30-49,Something else,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,No,No
9807,A man,30-49,Democrat,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
467,A man,50-64,Independent,College graduate+,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
7434,A man,65+,Independent,Some College,White non-Hispanic,Excellent,Americans are divided when it comes to the most important values,Live comfortably,Yes,No
5041,A woman,30-49,Independent,Some College,Hispanic,Poor,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,No
3873,A man,50-64,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
4332,A man,30-49,Democrat,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
4046,A man,65+,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
591,A woman,30-49,Independent,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Just meet my basic expenses,Yes,Yes
14837,A woman,50-64,Republican,Some College,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
498,A woman,50-64,Democrat,H.S. graduate or less,White non-Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
10227,A man,50-64,Republican,Some College,Hispanic,Good,Americans are united when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
2167,A woman,30-49,Independent,H.S. graduate or less,Hispanic,Poor,Americans are divided when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,No
13494,A woman,30-49,Republican,College graduate+,White non-Hispanic,Only fair,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
18241,A man,18-29,Something else,Some College,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
10733,A woman,65+,Democrat,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
16225,A woman,50-64,Democrat,H.S. graduate or less,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
17617,A woman,30-49,Democrat,Some College,Black non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
3769,A man,30-49,Independent,College graduate+,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
6824,A man,50-64,Republican,Some College,White non-Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,Yes
18254,A man,50-64,Republican,College graduate+,White non-Hispanic,Good,Americans are united when it comes to the most important values,Live comfortably,Yes,Yes
1814,A man,18-29,Democrat,College graduate+,Hispanic,Only fair,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
13921,A woman,65+,Independent,College graduate+,Asian non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
16318,A man,30-49,Republican,Some College,White non-Hispanic,Good,Americans are divided when it comes to the most important values,Live comfortably,Yes,Yes
904,A woman,50-64,Independent,H.S. graduate or less,Hispanic,Poor,Americans are united when it comes to the most important values,Don't even have enough to meet basic expenses,Yes,Yes
7395,A woman,30-49,Independent,H.S. graduate or less,Hispanic,Only fair,Americans are divided when it comes to the most important values,Meet my basic expenses with a little left over for extras,Yes,No
